@relation Issues

@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
'markers stick','fold code bunch results code results note unfolded code results markers screen shot pm https cloud github assets 9bc82a58 11e3 8ee9 e65180a44f72 png fnr markers core related fresh build telepath core',bug
'keytar windows','recently run apm causing apm update users ieuser github atom node modules node modules bindings bindings js throw error module found users ieuser github atom node modules build release node module load module js function module load module js module require module js require module js bindings users ieuser github atom node modules node modules bindings bindings js object anonymous users ieuser github atom node modules lib js object anonymous users ieuser github atom node modules lib js module compile module js object module extensions js module js module load module js',bug
'spinner long delayed','today replace line matches action seconds time atom locked patient moment crashed show spinner long ui locked guessing',enhancement
'error closing tabs quickly','uncaught error update destroyed map users kevin github atom node modules telepath lib map js module exports map set users kevin github atom node modules telepath lib map js module exports model set users kevin github atom node modules telepath lib model js accessor set users kevin github atom node modules telepath lib model js module exports displaybuffer seteditorwidthinchars users kevin github atom src display buffer coffee module exports editor seteditorwidthinchars users kevin github atom src editor coffee module exports editorview setwidthinchars users kevin github atom src editor view coffee module exports editorview afterattach',bug
'tree view scroll position','ability save scrolled position tree view atom closed reopened back closed opened nice position scrolled view large nice',enhancement
paragraph,'emacs handy native os text mapped opt opt moves cursor end code emacs delineated newlines empty whitespace native textareas newlines atom platform keybindings os',enhancement
'make window size','recently resized window opening directory time bonus monitor people multiple derived https github atom atom issues',enhancement
'weird cursor issues','whack cursor behavior atom write quotes stays won cache',bug
'preferences rendering rough','noticeably jagged app fonts https cloud github assets 8f113752 5dd4 11e3 0a743e312fda jpg',bug
'tablength doesn observe','tab close open',bug
'add open','good show open rotate tips cmd open direcotry package gjtorikian issue ago',enhancement
'atom opens screen time matter','point opened open',enhancement
'strange telepath bug','cursor word gist line pasted text resulted error uncaught error index range users corey github atom node modules telepath lib string js module exports string pointforindex users corey github atom node modules telepath lib string js module exports stringmarker computeendposition users corey github atom node modules telepath lib string marker js module exports stringmarker updatepositions users corey github atom node modules telepath lib string marker js stringmarker users corey github atom node modules telepath lib string marker js anonymous function users corey github atom node modules telepath lib string js module exports string users corey github atom node modules telepath lib string js anonymous function users corey github atom node modules telepath lib string js module exports string getmarkers users corey github atom node modules telepath lib string js module exports textbuffer getmarkers users corey github atom src text buffer coffee module exports displaybuffer getmarkers users corey github atom src display buffer coffee module exports displaybuffer pausemarkerobservers users corey github atom src display buffer coffee module exports displaybuffer emitchanged users corey github atom src display buffer coffee module exports displaybuffer updatescreenlines users corey github atom src display buffer coffee module exports displaybuffer handletokenizedbufferchange users corey github atom src display buffer coffee anonymous function users corey github atom src display buffer coffee anonymous function users corey github atom node modules emissary lib emitter js module exports emitter emit users corey github atom node modules emissary lib emitter js module exports tokenizedbuffer tokenizenextchunk users corey github atom src tokenized buffer coffee anonymous function users corey github atom src tokenized buffer coffee anonymous function close atom problem persists clearing atom',bug
'install uri','pm https cloud github assets 8cfee674 5bba 11e3 9b44 1d99955d326c png casually chat couldn issue install editor bit clunky',enhancement
'autosave errors files','open file autosave pops open devtools errors uncaught error save buffer file path autosave save files',bug
'failed set icon logged dev','error native window cc failed set users kevin github atom atom png cc zcbenz',bug
'doesn selectlist views','uncaught typeerror read property nodetype undefined reproduce press cmd',bug
'atom doesn screen started','open atom applications full screen atom quit open atom expect atom full screen cc',enhancement
'strange exception related markers','mcolyer stack trace intermittently narrowed invalid index start end array marker underlying string marker previously returning undefined string pointforindex index range throw exception telepath screen shot pm https cloud github assets 04d8340c 53be 11e3 9fd4 7a929745be28 png',bug
'splitting terminal fails','press cmd receive da713da3 terminal tab open pane works expected editor uncaught typeerror read property getstate undefined users mcolyer github atom src pane coffee',bug
'proposal add communicate','status bar packages status bar bit time handle statusbar object https github atom selector works status bar statusbar atom rootview statusbar statusbar package status bar dumb createstatusentry view grammarstatusview atom rootview statusbar atom rootview statusbar appendleft view atom rootview statusbar createstatusentry atom packages activated createstatusentry package author status bar proposal mechanism readily atom rootview retrieval status bar statusbar atom rootview setchild statusbar statusbar package status bar atom rootview getchild statusbar statusbar view grammarstatusview atom rootview statusbar atom rootview statusbar appendleft view statusbar calls til statusbar call preference object hang',enhancement
indent,'preference drives nuts softwrap doesn indent screen shot pm https cloud github assets 7c5b0c10 50b8 11e3 0650f94008c4 png',enhancement
split,'split split view dev tools open uncaught typeerror read property getstate undefined applications atom app contents resources app src pane js',bug
'pasting js object properties','pasting magic words constructor tostring js object weird output atom clipboard cache pastetext returning built function',bug
'renderer process doesn terminate quiting','quitting atom renderer process running main thread wow64cpu dll turbodispatchjumpaddressend 0x598 wow64cpu dll turbodispatchjumpaddressend 0x3e4 wow64 dll wow64ldrpinitialize 0x22e wow64 dll wow64ldrpinitialize 0x172 ntdll dll ldrinitshimenginedynamic 0x2383 ntdll dll memset 0x11ca4 ntdll dll ldrinitializethunk 0xe ntdll dll ntwaitforsingleobject 0xc kernelbase dll waitforsingleobject 0x12 atom exe uv thread join 0x12 atom exe initialize buffer node saxv handle vobject v8 v8 0x111aa2 atom exe initialize buffer node saxv handle vobject v8 v8 0x106f15 atom exe initialize buffer node saxv handle vobject v8 v8 0x106175 atom exe 0x18c0 atom exe paint roundrectpainter uaexpavcanvas gfx abvsize 0x2a390 ntdll dll rtlinitializeexceptionchain 0x84 ntdll dll rtlinitializeexceptionchain 0x5a',bug
'editor scrollview scrolled','screen shot pm https cloud github assets f702d1f8 48e5 11e3 934a 405cef1a1fa2 png switched blank screen checked scrolltop editor scrollview console',bug
'lsopenurlswithrole error','hit weird race condition installing atom funky flower install pop blew worked fine ran 2s atom lsopenurlswithrole failed application applications atom app error atom',bug
'storage atom making dotfiles yucky','atom dotfiles dotfiles repo multiple dir create dotfiles constantly synced nice library application data atom os common application data device atom dotfiles app environment state window isn love consideration atom people putting files device shame dotfiles state',enhancement
'add api disable selectively disable ime dialog','user long vim mode ime dialog appears ime support nice vim command mode propose editor setimevisible boolean packages atom atom shell',enhancement
'pasting pastes windows','pasting keyboard paste keybindings ctrl won',bug
'directories windows','spec spec directory spec coffee fail',bug
'dev tools opened','white large square windows white large square open atom select view developer toggle developer tools menu close dev tools window select view developer toggle developer tools menu dev tools window cc zcbenz',bug
'call undefined','errors screenshot version good bit yesterday error restarted haven pattern activity',bug
alignment,'languages hashes common ruby js folks tend align separators scanning love alignment keybinding elasticsearch config cluster cluster user user configdir configdir datadir datadir logdir logdir http http elasticsearch config cluster cluster user user configdir configdir datadir datadir logdir logdir http http',enhancement
'saving file windows fails','anonymous save file desktop fails editor responding alert appears',bug
windows,'progressing atom running windows install gut exe msi cool kids cc zcbenz',enhancement
'fork cpplint coffeelint','package json isn platform install lib commandline js npm run compile',bug
'file opens','imagine design file tree click opened sublime click view file opening atom tend end million open nice file clicked opens click',enhancement
'add precautions','installing package display dialog packages capability malicious link github identities packages package github ability package malicious convey message users installed package log keychain access people',enhancement
'file long hover','files open window share file examples index files chrome sublime os tab seconds show additional case full path file',enhancement
'complete concepts','threads toss workout beta launch jnunemaker thedaniel benogle menu show automaticly common start issue optioned show suggested lighter text tab completed http gr4m image 0a0c0w3i0q3s image secondarily show drop menu http gr4m image 1a2e1x110023 image preference shut autocomplete keyed start open thoughts',enhancement
'flow updating bundled','atom release users bundled packages vim mode greatest update restart update broken editor ensuring update atom check packages seamless upgrade packages atom prompt update start',enhancement
'silent shell beep','shell beep cool macvim flash screen noise loved odds visual transitions macvim',enhancement
'prevent duplicates menu','dupes label command menu gracefully',enhancement
'','thinking git interview popped head doodad bottom window clicking triggered menu list blocks open file directory fucking fantastic',enhancement
wrap,'highlight selection text code wrap tag immensely write back words snag phrase hit keyboard ctrl shift sublime insert time imagine markdown flow wrapping phrases performing text hitting cmd phrase selected wrap',enhancement
'clicking line line','sublime clicking line clicking aversion behavior select line contents',enhancement
'tree view','tree view shrinking split pane action tree view open feels invasive',enhancement
'indents lots backspacing','encountered nested link block bug indentation erb atom tab indent bug https cloud github assets 90e27406 35e3 11e3 44505c326607 gif predictably time hit tab havenâ reproduce restarting atom frowning',bug
'error ed issues erb','pasted erb spacing hit tab top body didn move hit meta redo spacing body started moved end block curly end mysteriously https cloud github assets 4052d724 11e3 9a77 b7503b3afbc8 gif error dev console uncaught typeerror read property row undefined applications atom app contents resources app node modules telepath lib point js body top 40px bottom 40px background color eee form signin max width 330px 15px margin form signin form signin heading form signin margin bottom 10px form signin weight normal form signin form position 10px webkit box sizing border box moz box sizing border box box sizing border box form signin form focus index form signin input type text margin bottom 1px border bottom left radius border bottom radius form signin input type margin bottom 10px border top left radius border top radius',bug
'','priority wontfix atom mac app space full screen bummer screen cmd screens back browser chat macvim advanced https cloud github assets 0a8f68ea 350d 11e3 93ba 64df6da09eeb jpg atom atom user coffee',enhancement
'text end line','selecting text start editor end line cursor grab line lineselect https cloud github assets 44643fde 350b 11e3 1ed530013985 gif select til end line editor snaps cursor position start behaves expect https github atom atom issues vim lineselect vim https cloud github assets 03ee61cc 350c 11e3 82f424eb9590 gif',enhancement
'stand pallete','discoverability toss disconnecting command pallets top bar times pallet conflicts top ideal read access attached wireframe theme design ui prefrence alfredapp concepts shown command file pallets thoughts http gr4m image 2s0q1j0h1t3y image',enhancement
'support transactions','vim property insertions transactions batches typing messed atomically 2iabc enter insert mode type abc insert mode abc time usefully iabc move enter insert mode type abc insert mode move location repeat insert location great strings tests vim mode complicated ran weeds started telepath library underlying text aching support patches transactions transactions undo history locations concept patches patch undo location cursor location',enhancement
menu,'continuing discoverability issues hubbers atom native os menu worked atom native native os osx linux prob ubuntu stylings windows editor studying sense atom chime concepts nav discoverability menu http gr4m image 2a0o402t3w2y image atom os menu file edit selection view tools packages end user edit menu copy paste app discoverability sense education discoverability',enhancement
'undefined menu','locally built version show screen shot pm https cloud github assets ea29c15e 31e7 11e3 812f 00ed181dc211 png',bug
'syntax error file makes atom crash','package package json file syntax error atom isolate problem package',bug
'shortcuts longer work spec windows','cmd cmd',bug
untitled,'feature love mac osx lion untitled quit app supports behavior open untitled restored confidence clipboards knowing crash close app date copy file restored sublime mind daily workflow',enhancement
'soft wrap updated resizing middle bar','soft wrapping updated window resized borders corners updated middle bar resize tree view content view atom version errors thrown js console screen shot pm https cloud github assets 903eec8a 2ded 11e3 9f3c bca7caf0bf79 png',bug
'line file editor','question test code chat atom browser window open tab type repository url push open file finder click file shift select lines code copy url paste chat window process times bummer question chat file method atom atom faster browser select code link github keyboard menu paste chat',enhancement
revert,'command buffer emacs resets buffer contents visited file editor running long time open git open multiple splits file state closing tab save file revisiting file',enhancement
glyphs,'didn code folding didn triangular bonus hidden fade nice',enhancement
'build unused apm','running script build master instance command panel applications atom app contents resources app node modules command panel',bug
'run experience','collaboration bit works time users premise start session clicking collaboration bottom status bar open editor create link system clipboard copy user chat user guest clicks link opens window long true type user cursor guest logged github git guest computer github repo cloned origin trees diverged history guest doesn exist guest computer location fails user correct lost',enhancement
'run experience','previously gently introducing user atom run concepts create file open edit file install package theme key bindings set config command cursory description free correct expand',enhancement
'file renaming tree','bucket list text editor love files tree click menu http gr4m image 3b0x2a0w1m1h image',enhancement
'theme insufficient bright','markdown environment screen brightness isn markdown link sources close background color light cursor moving block full column text markdown',enhancement
'update jquery','atom jquery november upgrading supports node module loading box jquery jquery unblemished require longer data events jquery migrate https github jquery jquery migrate wait bit jquery plans release npm http jquery ticket',enhancement
'add option cmd window editors open','multiple open tree view past sublime conditioned expect âœ close buffer tab close tree list buffer closed atom design brackets hold open âœ design atom switch fingers âœ close',enhancement
'changing file isn discoverable','file type syntax manage ways cmd shift clicking file type file location bottom bar cmd shift command cmd type syntax empty unsure file type bottom unclickable path git branch arrow selectable list news vim ft ruby swell',enhancement
'character line unknown','file case play play mpd isn syntax file toggle line atom character region emacs',enhancement
'spell check','noticed word incorrectly spelled unable element key modifier attached spell normal os browser normal sense click correct word thoughts 16h 12m 26s https cloud github assets b6981ae0 1be7 11e3 65d9b4452058 gif',enhancement
'lookup la emacs describe key function','function keybinding debug emacs configuration past love atom invoke describe key smash editor function keybinding run',enhancement
'','packages require src folder require path editor require atom editor require editor freedom backwards packages impact files src spec start require paths text buffer text buffer decide top replace globals construct syntax config require atom',enhancement
'issues saving files','save files js error inspector pops uncaught error empty array setselectedbufferranges applications atom app contents resources app src edit session js module exports editsession setselectedbufferranges applications atom app contents resources app src edit session js anonymous function applications atom app contents resources app node modules whitespace lib whitespace js module exports transact applications atom app contents resources app node modules telepath lib coffee module exports transact applications atom app contents resources app node modules telepath lib shared string coffee module exports textbuffer transact applications atom app contents resources app src text buffer js anonymous function applications atom app contents resources app node modules whitespace lib whitespace js anonymous function applications atom app contents resources app src event emitter js module exports trigger applications atom app contents resources app src event emitter js module exports textbuffer saveas applications atom app contents resources app src text buffer js module exports textbuffer save applications atom app contents resources app src text buffer js module exports editsession save applications atom app contents resources app src edit session js module exports pane saveitem applications atom app contents resources app src pane js module exports pane saveactiveitem applications atom app contents resources app src pane js anonymous function applications atom app contents resources app src pane js jquery event dispatch applications atom app contents resources app vendor jquery js elemdata handle eventhandle applications atom app contents resources app vendor jquery js jquery event trigger applications atom app contents resources app vendor jquery js anonymous function applications atom app contents resources app vendor jquery js jquery applications atom app contents resources app vendor jquery js jquery fn jquery applications atom app contents resources app vendor jquery js jquery fn trigger applications atom app contents resources app vendor jquery js fn trigger applications atom app contents resources app node modules command logger lib command logger js module exports keymap triggercommandevent applications atom app contents resources app src keymap js module exports keymap handlekeyevent applications atom app contents resources app src keymap js anonymous function applications atom app contents resources app src keymap js jquery event dispatch applications atom app contents resources app vendor jquery js elemdata handle eventhandle applications atom app contents resources app vendor jquery js stack',bug
'','sublime multiple bar atom haven screen shot https cloud github assets e900f5de 10ce 11e3 3d6168ebc4a3 png',enhancement
'apm fails work running build','run script build run apm error apm nodenv apm exist v0 apm opt boxen nodenv shims apm rm opt boxen nodenv shims apm apm zsh command found apm',bug
'build intermittently fails compiling','run script build fails error syntaxerror undefined node modules view stylesheets view line column li theme octicon color error compiling continue run build',bug
'reopen item longer works','open editor close editor cmd shift error uncaught typeerror read property undefined applications atom app contents resources app src subscriber js module exports subscribewith applications atom app contents resources app src subscriber js module exports applications atom app contents resources app src subscriber js tokenizedbuffer applications atom app contents resources app src tokenized buffer js module exports tokenizedbuffer deserialize applications atom app contents resources app src tokenized buffer js window deserialize applications atom app contents resources app src window js displaybuffer applications atom app contents resources app src display buffer js module exports displaybuffer deserialize applications atom app contents resources app src display buffer js window deserialize applications atom app contents resources app src window js editsession applications atom app contents resources app src edit session js module exports editsession deserialize applications atom app contents resources app src edit session js window deserialize applications atom app contents resources app src window js module exports panecontainer reopenitem applications atom app contents resources app src pane container js',bug
themes,'user theme copy atom themes leveraging handy packaging system apm todo apm package include theme directory reuse stylesheets directory metadata package json metadata package theme theme apms themes preferences pane atom themes installed package preference package manager users install themes',enhancement
'windows open open window','cmd create buffer open window windows doesn cmd shift cmd dtrt past complaints keynote',enhancement
undos,'',bug
'add caching','coffee cache package quicker nice semantics compilation files',enhancement
'markers fire contents modified','occasionally immediately create markers longer events contents buffer updated check screenshot screen shot pm https cloud github assets 0608da4c 11e3 967a 38dd3bc50a87 png resourcepath lines didnt move invalidation changed event displaybuffermarker string array markers emit proper events displaybuffermarker time bad markers create set expected repro steps time refresh works expected broken race condition bind code marker editor activeeditsession markbufferrange range result invalidation replicate false marker changed bind onmarkerchanged marker marker destroyed bind onmarkerdestroyed marker',bug
'apm update work','fresh bootstrap build shows wrong atom package manager âœ module js throw err error module npm bin npm function module resolvefilename module js function module compile require resolve module js users ben github atom node modules atom package manager lib js updater module exports updater run users ben github atom node modules atom package manager lib updater js object module exports run users ben github atom node modules atom package manager lib apm js object anonymous users ben github atom node modules atom package manager bin apm module compile module js object module extensions js module js module load module js function module load module js',bug
'soft text window size','pardon narrow window actual content text extreme margin fine bug soft wrap https cloud github assets 6677a1f4 083a 11e3 9c88 e61fddb0a922 gif',bug
'make easy update correct','switch rm node modules directory bootstrap great type command prune update node modules directory package json apm command cc',enhancement
width,'atom space indentation space guy',enhancement
'pane item removed fire item','pane event triggered listeners receive',bug
'autocomplete ings','missing atom sublime autocomplete drop tab nice 12h 42m 24s https cloud github assets 578c44c4 feb7 11e2 9f69 4a6718c50952 gif amazing feature launch',enhancement
'incorrectly snippets','tab snippet error https cloud github assets b72dc022 fe05 11e2 b2aa2aa75f37 gif error uncaught typeerror call method undefined lines code ruby target filepath file realpath filepath source directory file file target filepath target contents file read target filepath target contents target contents replace target contents end end',bug
'panes tabs','vim workflow trouble atom consist split file tests srt rb github app concerns vim https cloud github assets 195b3ef8 fad9 11e2 8bcb 80e85ab7ab8e png splits splits keeping related files modeling pane editsession doesn fairly ways stymied started edit core internal ignore works issue core',enhancement
'keymap improvements','handle keybindings vim support summit run issues thinking issue vim diw commands ideally lines keymap file users remap lines vim mode vim mode delete line vim mode delete vim mode word keymap matches user types trigger vim mode delete vim mode delete line issue found globbing vim mode za vim mode register syntax exhaustively accept regexps create note motions hear proposals',enhancement
'make soft wrap editor preference','soft wrapping file editor preference love',enhancement
'stop bundled tree','packages bundle atom src packages great repositories atom package json tooling running tests bundled packages atom core apis situ thinking apm commands apm update prunes node modules isn package json upgrades apm develop package clones checks correct revision atom packages package json package apm versions packages package json nice command apm update package json pulls updated packages node modules',enhancement
'run specs','select run specs menu invoke keyboard atom window loses focus run atom aa js console console app pulled built open dev mode fails related',bug
'atom doesn warn','editor check created package meta editor package found meta command panel',enhancement
'click inspect','attempting switch atom left craving exist falling habits clicking element isn atom toggling dev tools soul click formal feature',enhancement
'add editor','keybinding commands bindings',enhancement
'improve search','replace show occurrence count occurrence location scroll bar chrome improve ignores improve responsiveness ui',enhancement
emmet,'http io text fucking package atom versions everythingâ including sublime text https github sergeche sublime https github emmetio tmplugin codemirror https github emmetio codemirror brackets https github emmetio brackets sorts http io including coda vim plain iâ atom long iâ depended sublime repo converting tmbundle npm packages version tmplugin wasnâ happen package atom happen package launch include atom thereâ implementations open source shouldnâ code atom cc gjtorikian version ace people dotcomâ ace',enhancement
make,'pressing key selection characters beginning line hoses folding nice insert character indentation lines',enhancement
'atom started atom missing','info renderer main cc renderer process started create kevent users kevin atom config errno open file directory info console error unable watch path handlewatcher start users kevin github atom node modules pathwatcher lib main js handlewatcher users kevin github atom node modules pathwatcher lib main js pathwatcher users kevin github atom node modules pathwatcher lib main js object exports watch users kevin github atom node modules pathwatcher lib main js config module exports config observeuserconfig users kevin github atom src app config coffee config module exports config load users kevin github atom src app config coffee window starteditorwindow users kevin github atom src app window coffee object anonymous users kevin github atom src window bootstrap coffee object anonymous users kevin github atom src window bootstrap coffee module compile module js source file users kevin github atom static index',bug
'clean module atom shell updated','happen fully atom shell version v8 header changed',bug
'object object error file','screen shot pm https cloud github assets 8a540576 e27f 11e2 810d d9b72afa8b3f png',bug
'crash calling atom confirmsync','reproduce crash deleting file tree view cc zcbenz process atom path applications atom app contents macos atom identifier github atom version b66431e b66431e code type x86 native process launchd user id date time os version mac os 12d78 report version sleep wake uuid e454d1a0 536e 43c4 aa5b d244e449dcc9 interval report sec crashes report app interval report sec app crashes report anonymous uuid 3927df3f 32c4 d80f caba 1d582057df6b crashed thread crbrowsermain dispatch queue apple main thread exception type exc bad access sigsegv exception codes kern invalid address 0x00000000fffffffc vm regions 0xfffffffc shared memory 00000000ffffc000 00000000ffffd000 4k sm shm thread crashed crbrowsermain dispatch queue apple main thread libchromiumcontent dylib 0x005a50a8 0x511000 libchromiumcontent dylib 0x00656678 0x511000 libchromiumcontent dylib 0x00656702 0x511000 libchromiumcontent dylib 0x005daf8c 0x511000 libchromiumcontent dylib 0x00649224 0x511000 libchromiumcontent dylib 0x0064906e 0x511000 libchromiumcontent dylib 0x005da958 0x511000 libchromiumcontent dylib 0x0076631f 0x511000 libchromiumcontent dylib 0x0052b1a6 v8 v8 idlenotification int atom 0x001611c9 anonymous namespace timer uv timer int atom 0x001488fa uv run timers atom 0x0013fbcd uv run atom 0x00163fda atom nodebindingsmac uvrunonce atom 0x0016402e zn4atom15nodebindingsmac17embedthreadrunnerepv block invoke libdispatch dylib 0x90babf8f dispatch call block release libdispatch dylib 0x90ba7c82 dispatch callout libdispatch dylib 0x90bad2e3 dispatch main queue 4cf apple corefoundation 0x9602ec39 cfrunlooprun apple corefoundation 0x9602e02a cfrunlooprunspecific apple corefoundation 0x9602de9b cfrunloopruninmode apple hitoolbox 0x9015bf5a runcurrenteventloopinmode apple hitoolbox 0x9015bcc9 receivenexteventcommon apple hitoolbox 0x9015bb44 blockuntilnexteventmatchinglistinmode apple appkit 0x926c69aa dpsnextevent apple appkit 0x926c61dc nsapplication nexteventmatchingmask untildate inmode dequeue apple appkit 0x926bc63c nsapplication run libchromiumcontent dylib 0x010e8147 0x511000 libchromiumcontent dylib 0x010e7b1c 0x511000 libchromiumcontent dylib 0x01132d11 base messageloop runinternal libchromiumcontent dylib 0x01151b0e base runloop run libchromiumcontent dylib 0x0177b123 0x511000 libchromiumcontent dylib 0x0177affc 0x511000 libchromiumcontent dylib 0x0177c3a4 0x511000 libchromiumcontent dylib 0x01778811 content browsermain content mainfunctionparams const libchromiumcontent dylib 0x0269dff9 0x511000 libchromiumcontent dylib 0x0269ee21 0x511000 libchromiumcontent dylib 0x0269dcb0 content contentmain int char const content contentmaindelegate atom 0x000e4679 atommain libdyld dylib 0x91dfe725 start',bug
'cmd empty line deletes line',cmd,bug
'bundle dev atom','',bug
'update pop update','',bug
'atom light syntax missing string interpolation colorization',test,bug
'spec window atom storage spec','state atom undefined',enhancement
'','updating works crash logger works integrate constructicon',enhancement
'integrate keymap menu finalize api','',enhancement
basic,'possibilities collaboration issue case user invite user share workspace start session copy identifier clipboard people paste id connect share session assume copy repository joining location checked correct location create concurrently mutable library share pane splits pasted guid open window joining sharing session share active pane paths repository sharing share buffer contents share cursor assign numeric ids documents guids',enhancement
'java breaks annotations methods','notice syntax screen shot pm https cloud github assets 42e382ac d70d 11e2 8a4f 48927439b632 png',bug
'support themes','packages themes',enhancement
'atom canceled restart','atom running apple restart restart canceled screenshot https cloud github assets 45b232c0 ca1b 11e2 9cff 71a2b8430b88 png reproduce launch atom empty atom open fine restart apple menu atom quits immediately system restart aborts dialog quit atom menu modified lose confirmation cc',bug
'blinding white flash atom loaded dark theme','https code google chromium issues detail id',bug
'files cancelled','hit meta file hit meta close fuzzy finder hit start reindexing expected background resumes left index startup',enhancement
'error goto line','uncaught typeerror call method getmaxbuffercolumn undefined users kevin github atom src app display buffer coffee module exports displaybuffer screenpositionforbufferposition users kevin github atom src app display buffer coffee module exports editsession screenpositionforbufferposition users kevin github atom src app edit session coffee module exports editor screenpositionforbufferposition users kevin github atom src app editor coffee module exports editor pixelpositionforbufferposition users kevin github atom src app editor coffee module exports editor scrolltobufferposition users kevin github atom src app editor coffee module exports gotolineview confirm',bug
error,'happened uncaught typeerror call method getmaxbuffercolumn undefined users kevin github atom src app display buffer coffee module exports displaybuffer screenpositionforbufferposition users kevin github atom src app display buffer coffee module exports displaybuffermarker getheadscreenposition users kevin github atom src app display buffer marker coffee module exports displaybuffermarker notifyobservers users kevin github atom src app display buffer marker coffee anonymous function users kevin github atom src app display buffer marker coffee anonymous function users kevin github atom src app event emitter coffee module exports trigger users kevin github atom src app event emitter coffee module exports resumeevents users kevin github atom src app event emitter coffee module exports bufferchangeoperation resumemarkerobservation users kevin github atom src app buffer operation coffee module exports bufferchangeoperation users kevin github atom src app buffer operation coffee module exports undomanager pushoperation users kevin github atom src app undo manager coffee module exports buffer pushoperation users kevin github atom src app text buffer coffee module exports buffer users kevin github atom src app text buffer coffee module exports selection inserttext users kevin github atom src app selection coffee anonymous function users kevin github atom src app edit session coffee anonymous function users kevin github atom src app edit session coffee module exports buffer transact users kevin github atom src app text buffer coffee module exports editsession transact users kevin github atom src app edit session coffee module exports editsession mutateselectedtext users kevin github atom src app edit session coffee module exports editsession inserttext users kevin github atom src app edit session coffee object anonymous function users kevin github atom src stdlib underscore extensions coffee module exports editsession insertnewline users kevin github atom src app edit session coffee module exports editor insertnewline users kevin github atom src app editor coffee anonymous function users kevin github atom src app editor coffee jquery event dispatch users kevin github atom vendor jquery js elemdata handle eventhandle users kevin github atom vendor jquery js jquery event trigger users kevin github atom vendor jquery js anonymous function users kevin github atom vendor jquery js jquery users kevin github atom vendor jquery js jquery fn jquery users kevin github atom vendor jquery js jquery fn trigger users kevin github atom vendor jquery js fn trigger users kevin github atom src packages command logger lib command logger coffee module exports keymap triggercommandevent users kevin github atom src app keymap coffee module exports keymap handlekeyevent users kevin github atom src app keymap coffee anonymous function users kevin github atom src app keymap coffee jquery event dispatch users kevin github atom vendor jquery js elemdata handle eventhandle',bug
'crash callback','cc zcbenz process atom helper path applications atom app contents frameworks atom helper app contents macos atom helper identifier github atom helper version f8c20e1 f8c20e1 code type x86 native process atom user id date time os version mac os 12d78 report version crashed thread crrenderermain dispatch queue apple main thread exception type exc bad access sigbus exception codes kern failure 0x0000000000000000 vm regions pagezero 4k sm nul applications atom app contents frameworks atom helper app contents macos atom helper vm allocate 00000000000ed000 944k sm nul thread crashed crrenderermain dispatch queue apple main thread libcef dylib 0x01b8074f 0x1d2000 libcef dylib 0x01b5dbf9 0x1d2000 libcef dylib 0x01b87079 0x1d2000 libcef dylib 0x0167ba75 v8 internal messagehandler reportmessage v8 internal isolate v8 internal messagelocation v8 internal handle v8 internal object libcef dylib 0x0163239e v8 internal isolate reportpendingmessages libcef dylib 0x01567252 0x1d2000 libcef dylib 0x01566d7d v8 internal execution call v8 internal handle v8 internal object v8 internal handle v8 internal object int v8 internal handle v8 internal object bool bool libcef dylib 0x016f6b21 v8 internal runtime v8 internal v8 internal isolate 0x22f0a216 0x323227bf 0x22f0dea1 0x45b528fc 0x22f0dea1 0x4fabf3b5 0x22f0dea1 0x22f2575e 0x45b52c01 0x22f0dea1 0x4fabea9e 0x22f0dea1 0x22f2575e 0x45b52c01 0x4fabe13b 0x567b963d 0x22f227b9 0x22f0afca libcef dylib 0x01567172 0x1d2000 libcef dylib 0x01566d7d v8 internal execution call v8 internal handle v8 internal object v8 internal handle v8 internal object int v8 internal handle v8 internal object bool bool libcef dylib 0x01508366 v8 function call v8 handle v8 object int v8 handle v8 libcef dylib 0x024d1ebf node makecallback v8 handle v8 object v8 handle v8 function int v8 handle v8 libcef dylib 0x024d1f93 node makecallback v8 handle v8 object v8 handle v8 string int v8 handle v8 libcef dylib 0x024f0412 node streamwrap onreadcommon uv stream long uv buf uv handle type libcef dylib 0x024f0075 node streamwrap onread uv stream long uv buf libcef dylib 0x00de12b4 0x1d2000 libcef dylib 0x00de7b70 0x1d2000 libcef dylib 0x00ddad3c uv run libcef dylib 0x0062f824 0x1d2000 libcef dylib 0x0062ef8c 0x1d2000 libcef dylib 0x006632c8 0x1d2000 libcef dylib 0x0067bcee 0x1d2000 libcef dylib 0x0066293a 0x1d2000 libcef dylib 0x005ecd43 0x1d2000 libcef dylib 0x00220e73 0x1d2000 libcef dylib 0x00221b59 0x1d2000 libcef dylib 0x00220a00 0x1d2000 libcef dylib 0x00d4270e 0x1d2000 libcef dylib 0x001d36df cef execute process github atom framework 0x000ff103 cefexecuteprocess cefmainargs const cefrefptr cefapp github atom framework 0x000fb529 atommain int char libdyld dylib 0x91dfe725 start',bug
'open files line','opened opened',enhancement
'view api docs','rdoc http rubyonrails erb util method decide',enhancement
dev,'unusable coffee error',bug
foldable,'foldable create config fold',enhancement
'hitting markdown view raises exception','uncaught typeerror object markdownpreviewview method save cc maddox',bug
'focus moves dev tools window activate','repro steps open dev console focus js console cmd tab browser back start typing typing sweet sweet javascript crap typed',bug
