@relation Issues

@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
'Horizontal Scolling From Trackpad Treated Like Arrow Keys','When I use Horizontal Scrolling from my touchpad Atom treats it like I am just pushing my left right arrow keys moving the cursor one character at a time left or right Vertical Scrolling works great for me from my touchpad Behavior does not change with toggling the following settings Scroll Past End Soft Wrap Soft Wrap At Preferred Line Length OS Windows 10 this was happening on Windows 8 1 as well Atom Version 1 1 0 Computer Samsung ATIV Book 8 Touchpad Elan Touchpad ETDWare X64 15 7 0 1 WHQL ',bug
'Positioning Caret in CTL Text','Use this sample Hebrew rtl כ ת ף Starting from the extreme left I would expect a right arrow either to move the cursor to the next visual position that is between the ת and the ף or jump to what is the next logical position between the כ and the ת Instead Atom doesn t move the cursor at all Functionally however it has moved between the כ and the dagesh middle dot similarly if I hit the right arrow again the cursor stays at point 0 but logically it is now between the qamets the vowel point beneath the כ and the dagesh This gets interesting when you hit the right arrow a third time The cursor now moves between the ת and the ף but logically it is actually between the כ and the ת and if you hit backspace it will remove the qamets This issue reported from https github com atom atom issues 4007 ',bug
'GitHub Markdown syntax highlighting bug for bash codeblocks','It seems like the syntax highlighting for bash code blocks leaks out when using the GitHub Markdown syntax highlighting Seems to be triggered by the keyword if https dl dropboxusercontent com s u3nhh3tiffs6spc 2015 10 29 20at 2014 33 png dl 0 https dl dropboxusercontent com s u3nhh3tiffs6spc 2015 10 29 20at 2014 33 png dl 0 ',bug
'File auto reloading with untracked git files during branch change','Firstly Atom 1 0 19 Ubuntu 14 04 2 LTS The file buffer autoloading fails to load changes from git stash pop s on files that didn t exist in the previous branch you were on That s kind of a confusing sentence so I ll elaborate In this repo https github com acb Atom Test there is a branch master with the file master txt in it There is also a branch dev that has a file dev txt in it that does not exist in master Now perform the following steps leaving dev txt open in Atom the entire time 1 git checkout dev 2 Alter dev txt in some way 3 git stash changes in dev txt are stashed and the buffer in Atom changes appropriately 4 git checkout master 5 git checkout dev 6 git stash pop changes in dev txt are pop ped to disk but the buffer in Atom does not update No errors are shown in the console If this goes undected by the user they could accidentally save dev txt and blow away their stashed changes without any warning The solution as of now is to close the file and DON T SAVE CHANGES when prompted and reopen In Sublime Text in this situation you get a prompt stating that the file changed on disk and asking you if you would like to reload Attached is a gif of the behavior Please let me know if I can provide any more information and feel free to use the repo linked above for any testing you may need atom bug https cloud githubusercontent com assets 4690898 10678022 bcda2682 78dd 11e5 830e c29b223c1763 gif ',bug
'Fix auto update UX','Our automatic update process is pretty bad We release once a week and every week over a half million people need to go through this process There are errors https github com atom atom issues 7854 bugs https github com atom atom issues 6482 folks want better feedback https github com atom atom issues 8038 and the squirrel icon release notes are really really confusing https github com atom settings view issues 511 https github com atom release notes pull 38 https github com atom atom issues 5692 https github com atom atom issues 6922 https github com atom atom issues 3757 https github com atom atom issues 8265 What happens now Download an old version https github com atom atom releases tag v1 0 18 Start it Notice there is a blue squirrel in the status bar and it says view release notes Click the squirrel See the release notes note that they are showing notes for an old release Click the restart and update button Atom quits notice that there is no feedback as to what is happening It s still not back What s up Atom restarts again after 5 15 seconds Notice that the release notes are up in the reloaded window They are still out of date and still have the Restart and Update button showing and enabled Notice that the squirrel icon is still showing and still blue with the same tooltip text I click the squirrel because it s still there and not going away It focuses the release notes Ok I m thinking is there another update What is happening I check the atom menu Click the About item theres no information saying it s the latest version I notice there is a version number and a Check for update Nothing indicates I m at the latest version On reload squirrel goes away still nothing tells me I m at the latest version But no squirrel so I guess so A 70 fix tl dr fix the squirrel icon remove the release notes package use the about package for update status similar to chrome An update becomes available The blue squirrel shows its tooltip says Downloading update for version 1 0 20 Clicking the squirrel shows the about page which shows the current version new version detected some text indicating that the update is being downloaded When it s finished downloading the blue squirrel turns green with a tooltip of Version 1 0 20 is available the about page now shows that an update is available and has a button to restart the editor The menu item now takes you to the about page Clicking the green squirrel still shows focuses the about page Clicking reload reloads the editor like today On reload the about page is shown The about page indicates that you are up to date and has a link to the release notes The squirrel is gone after reload as the about page has the relevant information Additionally take a stab at the bugs https github com atom atom issues 7854 https github com atom atom issues 6482 Bonus In the about page indicate which release rail you are on beta stable development An extra 10 Add some kind of feedback when atom is reloading A small window with an infinite spinner would be sufficient The goal is to indicate that it is working That last 20 Add progress to the download in squirrel cc joshaber is this possible today Add progress to the menu item in Add progress to the squirrel icon Could add a progress bar to the tooltip Could make the blue squirrel fill up with green as it progresses Add an option to turn off automatic downloads in the about page to fix https github com atom atom issues 1882 ',enhancement
'Multiple applications running simultaneously','Every now an again when I use the atom command line tool to open a directory in Atom it starts a new process instead of opening it in the already running process I don t see any pattern to it more than that the first time it happens Atom has been running for hours maybe days If I just do atom in two different directories after each other it opens in the same process just as expected Maybe it s just that I notice it more often when I get back to the computer in the morning or after I haven t used it for a long time but it seems to happen more frequently in those cases Here s two Atom processes in my Dock just now one of them contains the projects I was working in yesterday and one of them contains a project that I just opened through atom img width 178 alt screen shot 2015 10 12 at 08 23 03 src https cloud githubusercontent com assets 73330 10422429 88e58bbc 70ba 11e5 9fd9 939ef3a768b4 png ',bug
'Bad cursor positioning when mixing RTL and LTR characters','Using RTL characters only works just fine as of the latest Atom version arabic https cloud githubusercontent com assets 482957 10359927 1b30b5a8 6d9d 11e5 8b81 7c195c18c69e gif However as soon as we add LTR characters before the RTL ones Atom won t position the cursor inside the RTL text The following does in fact work just fine اثر کارآزمودگی test test Whereas the snippet below does not test test اثر کارآزمودگی With the new character measurement mechanism we now degrade gracefully but the cursor can only be placed before and after the arabic text This seems like a limitation in the Range API which gets confused when mixing the two I think this kinda makes sense cause I believe that in order to provide a full RTL editing experience we should need to go beyond character measurement cc nathansobo izuzak ',bug
'Emojis count as two characters','Expected behaviour Emojis should only be counted as one character to make counting easier As you can see from the screenshot Atom claims the cursor to be at position 1 5 even though it s at 1 3 screen shot 2015 09 28 at 14 44 49 https cloud githubusercontent com assets 2098462 10135611 ab3bfd16 65ef 11e5 8ac1 1c6f81a60364 png ',bug
'Support external tokenizers','Formalizing this forum question https discuss atom io t custom grammar based on external tokenizer 19537 as a feature request here Some languages don t lend themselves very well to regex based grammars and there are several languages out there that expose their tokenizers I d love if Atom supported syntax highlighting based on external tokenizers It would allow for example highlighting Swift code using the same mechanism Xcode uses see https github com jpsim SourceKitten syntax ',enhancement
'Problem installing Packages Themes and Updates Corporate SSL Proxies ','Hello This is related to 4974 4975 and 4122 The Issue Trying to use Atom at work to hopefully replace Notepad and was able to install Atom fine without a problem However when I went to install some packages I received the following error image https cloud githubusercontent com assets 7026750 9408312 9fad910e 47df 11e5 8bb3 ff1230a1939f png Same thing for themes image https cloud githubusercontent com assets 7026750 9408324 bcc3a9ae 47df 11e5 8f5b 16b14509cc4c png And same thing for the featured packages image https cloud githubusercontent com assets 7026750 9408333 d64225cc 47df 11e5 93d7 2526ee7d3339 png And featured themes image https cloud githubusercontent com assets 7026750 9408336 e8349b98 47df 11e5 84d9 e235e9b05ccb png Background We use Palo Alto Security Appliances https www paloaltonetworks com products platforms firewalls pa 5000 overview html to protect our ingress and egress network traffic from malware and other threats to our network and data Palo Alto does this by using a wildcard certificate that has been generated from our Enterprise PKI and which is trusted on all Company owned workstations and servers Not looking to get into a debate about SSL decryption or man in the middle attacks for SSL This is at my work and we have legal and regulatory requirements to break SSL inspect the traffic and then re encrypt it before it leaves our network I know why Atom is failing here It s seeing what it thinks is a bad certificate in the mix and that the traffic is being attacked MiTM I understand why Atom is failing here But in this case the traffic is legitimately being broken for legitimate reasons Feature Request I would like to request the addition of a hidden configuration option that when enabled would cause Atom to ignore SSL certificate errors Yes I know this is risky for end users Yes I know this reduces the overall security which is why I don t think the configuration setting should be easily discoverable or that there shouldn t be a UI element for it Hopefully that wouldn t allow a non technical user to accidentally enable it and potentially reduce their security Alternately If Atom would show the actual URL that s being blocked or that raised the error we could then add the URL to a white list to bypass SSL decryption on our side allowing packages and themes to be installed Of course it would be helpful if packages and themes were distributed from a central repository with a common organizational structure and naming convention smile Thanks so much for considering this feature request Running Atom 1 0 7 on Windows 7 Enterprise SP1 ',bug
'There is no naming convention of scope selectors','I assume Atom follows TextMate naming conventions http manual macromates com en language grammars naming conventions but there is no mention about it It causes misunderstandings 1 https github com atom language javascript issues 47 2 https github com atom solarized dark syntax issues 21 3 https github com atom language coffee script issues 33 etc Also many language packages don t follow it Syntax theme looks awful for these languages Syntax theme developers must create a syntax rule for each language It s a real headache I suggest Add docs for grammar naming conventions Mention about naming conventions in generated syntax less in grammar files Make sure general languages follow naming conventions Javascript https github com atom language javascript issues 201 atom language javascript 206 C https github com atom language csharp issues 33 atom language csharp 34 Go https github com atom language go issues 62 Mention in files might be something like this less See list of scopes in Naming Conventions section of the TextMate Language Grammar Guide http manual macromates com en language grammars naming conventions ',enhancement
'Copy paste doesn t work properly with Unix style line endings under Windows','Copying Ctrl C Ctrl V from a file with Unix style line ending LF doesn t work as expected since line endings are preserved on the clipboard This causes a wide range of issues you can t paste text in an application that doesn t handle LF notepad for example but if you re using vim over PuTTY that also doesn t work even if the other app handles LF you have to be consistent so you can t paste text from an CRLF file into a LF one or vice versa This issue is briefly discussed in 2822 and it is the reason of 5808 All other editors convert line endings in text placed on the clipboard Sublime Text jEdit etc so in this regard Atom behaves rather strangely compared to other editors The proposed solution in 2822 configurable line endings is insufficient since it s based on the assumption that all files edited by the user are using the same line ending For example if I ve got a file with LF line endings and I d like to use copy paste then I have to convert it to CRLF and then copy the text I want and then convert it back to LF to preserve the original format I wouldn t call editing LF files on Windows a rare use case especially among Atom s users Atom should convert any text s line ending to the platform s native line ending before it is placed on the clipboard This conversion should only be done on the content that is placed on the clipboard the text in the buffer should not be changed ',bug
'Atom does not recognize git worktree repositories','When git repository provider coffee searches for the git repository it looks for the git directory however git worktree creates repositories that have git file that has gitdir path to gitdir as contents As a result atom cannot currently work with repositories created with git worktree Unfortunately even making git a symlink doesn t work since worktree gitdir doesn t have objects or refs subdirectories Atom should recognize git files that start with gitdir as valid git repositories ',enhancement
'Branch undo','One very useful feature that vim has is undo branching This feature can be a real life saver Let s say I make some changes undo them and then start typing again only to realize that I needed some of those other changes Without undo branches those changes are gone With them I am free from worry about losing work See http vim wikia com wiki Using undo branches It would be so nice for Atom to have this as well ',enhancement
'Context menu triggered by menu key is positioned at the mouse cursor','Using Atom 1 0 1 on Windows When summoning a context menu with the keyboard menu key expected behavior from visual studio sublime google docs etc is for the menu to be rooted at the input cursor Instead the Atom context menu is rooted at the position of the mouse cursor atom cm https cloud githubusercontent com assets 10780590 8635149 f51dd40a 27f0 11e5 988d 7057a6106984 png In the picture the context menu should be positioned with the input cursor on the misspelled word ',bug
'Sign Linux releases','Could you please provide a signed checksums file or sign the files themselves for releases so we can cryptographically verify them Thanks ',enhancement
'Deactivate multiple cursors feature on Ctrl mouse click ','I searched already several times but I cannot find out how to deactivate multiple cursors or how to change deactivate the key binding Finally I open the issue here If there is an option for this how could I possibly find it or rather how can I find and search available configuration options in my version of the editor The compiled coffeescript may make it hard to find options by using grep ',enhancement
'Cannot install shell commands if no window is open','Atom 1 0 0 Mac OS X 10 10 3 Description If there are no windows open the menu command Atom Install Shell Commands is not available This command should always be available Step to Reproduce 1 Launch Atom 2 Close all windows 3 From menu bar choose Atom Install Shell Commands Expected Behavior The command should be available black text Observed Behavior The command is not available gray text ',bug
'Frequent recurring freezing on Windows','I am getting random freezes and crashes on Windows 7 I am using Atom version 0 209 0 Freezing occurs randomly i e not all the time when changing values in the settings window opening files infrequent big files seem to cause crashes more often installing packages uninstalling packages closing tabs I can t find any log files to get more information The program is completely unresponsive and devtools console is not updated ',bug
'editor select to end of line should work similarly to editor move to end of line','I d normally use the Shift End buttons to select the text from the current cursor position to the end of the line but this doesn t seem to be working with Atom Let s say I have this long line This is a very long line of text that is used to test a bug report in Atom Now let s say I resize Atom s window so the line can t fit in a single row specifically the text port in Atom is forced on a new row Now I d expect that if I place the cursor at the beginning of the line and hit Shift End the entire text is selected I d even accept as a reasonable behavior if Atom selects everything up to the test a bug re part but that is not the case Atom is actually selecting everything on the first row of the line except the last character That is in my example after placing the cursor at the beginning of the line and hitting Shift End Atom is selecting this This is a very long line of text that is used to test a bug r ',bug
' Add Project Folder menu item does nothing if no window is open ','I am using Atom Version 0 204 0 0 204 0 on OS X 10 10 3 If there isn t a window open but you select Add Project Folder from the File menu nothing happens The expected behavior would be for a file selection dialog box to appear and then to have a new window open with the selected folder added as a project Alternatively the menu item could be greyed out I suppose but having it operational would match the behavior of the Open menu item ',enhancement
'Atom may open windows off screen if resolution monitors have changed',' Reproducible Steps Use a laptop with docking station connected with dual monitor setup Move atom editor to second screen Quit atom editor Remove laptop from docking station or use single screen setup Try open atom editor again Atom editor displayed on second screen regardless whether second screen exist No easy way to force atom to display on first screen Tested Environment Atom 0 201 0 Windows 7 ',bug
'Show invisibles only when selecting text','I tried searching for a similar issue here and I didn t find anything that directly addresses what I want though 3249 which I have subscribed to is what I want just asked for in a very roundabout way In short we should have an option to only display invisibles within a selection Showing them all the time is too noisy not showing them at all loses their power and turning them off and on when I want to see them is annoying I m aware that with CSS we cannot achieve what is required hence unresolved 3249 and accompanying forum post https discuss atom io t atom is so powerful that it blows my mind 294 17 due to the underlayer controlling the background highlight So this will presumably be something that atom must provide from within the core If this request appeals more as something that s more generic and allow us to achieve what we want with CSS you could actually just attach a selected class to all elements scopes that are within the selection obviously a selection part way through an element will require an inner span injected with just the selected class This way we can do what we want in regards to the invisibles but package developers may find interesting ways to use this selection class scope for other purposes ',enhancement
'Autoindent not working properly','Version 0 192 0 Problem 1 autoindent fails to indent parameter lists Note If I hit enter after fake function param would be indented 3x class def foo python class Bar unittest TestCase def test indentation self foo fake function param hello second param world should have indented this line and this one too After saving atom beautify correctly indents the parameters python class Bar unittest TestCase def test indentation self foo fake function param hello second param world fixed me too 2 But now autoindent fails to reset indentation back to the beginning of the line python foo fake function param hello second param world bar after continuing typing ach Unfortunately atom beautify doesn t quite fix this ever time python foo fake function param hello second param world bar after continuing typing Note I recently updated atom beautify as an attempt to help resolve the issue but I am now getting errors there The problems mentioned above still exist but I will update if anything changes Update Here s some testing in Sublime3 python def testing indentation in sublime some var first line works second test func indentation multiple param auto indents still here parenthesis auto matched when typed third test alt indentation looks just like above which was wrong but this works fourth line existing indentation retry last pasting broken and indent is kept fifth line backspace only does one space testing existing indent testing indentation working if check nested indent is not None basic indent True elif check indent also works True if nested so far so good else also good True else uh oh is this really that hard return end of function def still indented sigh indentation not perfect here either but way better Eclipse python def indent test eclipse some var first line smoke test second test func with param style one hey it works back to the beginning holy crap third test func with alt style hrmmm if nested indent is not None basic indent True elif reindents on space not colon still okay True if nested so far so good else also good True else must be difficult True return end of function def correctly indents after return Woo hoo return True ',bug
' Windows Restart and Update does not work','all it does is close and update never restarts for me Tested with 193 196 ',bug
'Disable application menu items when they don t apply to the focused element','Currently all application menu items are enabled no matter what element is focused even if their commands aren t bound to that element or its parents This can contribute to strange behavior bugs like 6587 If a command isn t bound to a focused element or its parent elements then it should be disabled and maybe also removed from the Command Palette I think that might be better off in another issue though ',enhancement
'Selecting text with option shift arrow behaves differently to other Mac apps','Atom doesn t seem to follow Mac convention in certain cases To reproduce 1 Double click to highlight a word 2 Option shift left arrow In other apps both words are now selected In atom the selection is cleared and the cursor is now at the start of the original word Similarly if the 2 is replaced with command shift left arrow in Atom the extended selection doesn t include the originally selected word as it would in other apps This is clearly a minor issue but it s frustrating if you re used to this pattern Atom is fantastic overall ',enhancement
'ShipIt service crashes','I have Atom 0 138 0 on Mac OS X 10 10 3 When I launch it it downloads a newer version prompts me to provide admin password to add a new helper Then I start seeing the service errors non stop at Mac Console please see below It seems that update does not succeed 4 15 15 9 21 37 153 PM Atom 66263 Download completed to file Users adil Library Application 20Support com github atom ShipIt update e0Ofe6m download 4 15 15 9 21 42 735 PM com apple SecurityServer 86 Killing auth hosts 4 15 15 9 21 42 735 PM com apple SecurityServer 86 Session 100166 destroyed 4 15 15 9 21 53 705 PM com apple xpc launchd 1 com github atom ShipIt The Debug key is no longer respected Please remove it 4 15 15 9 21 53 731 PM com apple xpc launchd 1 com github atom ShipIt 66283 Service exited with abnormal code 1 4 15 15 9 21 53 731 PM com apple xpc launchd 1 com github atom ShipIt Service only ran for 0 seconds Pushing respawn out by 2 seconds 4 15 15 9 21 55 750 PM com apple xpc launchd 1 com github atom ShipIt 66284 Service exited with abnormal code 1 4 15 15 9 21 55 750 PM com apple xpc launchd 1 com github atom ShipIt Service only ran for 0 seconds Pushing respawn out by 2 seconds 4 15 15 9 21 57 768 PM com apple xpc launchd 1 com github atom ShipIt 66285 Service exited with abnormal code 1 4 15 15 9 21 57 768 PM com apple xpc launchd 1 com github atom ShipIt Service only ran for 0 seconds Pushing respawn out by 2 seconds 4 15 15 9 21 59 791 PM com apple xpc launchd 1 com github atom ShipIt 66286 Service exited with abnormal code 1 4 15 15 9 21 59 791 PM com apple xpc launchd 1 com github atom ShipIt Service only ran for 0 seconds Pushing respawn out by 2 seconds 4 15 15 9 22 01 811 PM com apple xpc launchd 1 com github atom ShipIt 66287 Service exited with abnormal code 1 4 15 15 9 22 01 811 PM com apple xpc launchd 1 com github atom ShipIt Service only ran for 0 seconds Pushing respawn out by 2 seconds 4 15 15 9 22 01 949 PM sudo 66288 adil TTY ttys000 PWD Users adil Library Application Support com github atom ShipIt USER root COMMAND bin launchctl stop com github atom ShipIt Also from ShipIt stderr log 2015 04 15 21 21 53 729 ShipIt 66283 5623798 Installation error Error Domain SQRLShipItRequestErrorDomain Code 2 Could not read update request UserInfo 0x7fb2aa609110 NSLocalizedDescription Could not read update request NSUnderlyingError 0x7fb2aa606fc0 The file ShipItState plist couldn t be opened because there is no such file 2015 04 15 21 21 53 729 ShipIt 66283 5623798 ShipIt quitting ',bug
'Add support for specifying human readable command labels','Refs https github com atom command palette issues 36 issuecomment 92618828 Currently there is no way to specify a human readable label for a command when you add a command you can only specify the command name identifier and Atom will humanize this name https github com atom atom blob master src command registry coffee L153 in the Command Palette for instance but you can t specify a different human readable name It would be extremely useful to be able to specify a human readable name when creating a command We already define displayName here https github com atom atom blob master src command registry coffee L153 it could just be a matter of allowing this to be specified on command add ',enhancement
'Atom Editor Doesn t Come to Foreground','Hi My OS is Ubuntu 14 10 I use Unity as my window manager Atom version is 0 188 0 If I open a file from Nautilus file manager by pressing Enter or by double clicking Atom often doesn t come to foreground Its icon wobbles in Unity dashboard To see it I have to switch to Atom manually Only after that I can work on the file I made some tests It happens when Atom is already open and if I use Alt Tab key combination If I never use Alt Tab to switch between windows then there s no problem Otherwise first I ve to open file then manually switch to Atom window Unfortunately It s inefficinet way to work What I want is Atom should always come to foreground if I open a file Is there a workaround or a patch for this problem Kind regards Cagatay ',bug
'Folding toggle command','Hi Currently Atom has 2 different commands for folding unfolding the current row 1 editor fold current row 2 editor unfold current row But it seems more logical to have just one row folding toggle command and use to fold unfold a block This is more like a feature request it seems that both Atom and SublimeText are missing this and Visual Studio gets it right The fold all behaviour of Atom is much better than Sublime s though Thank you ',enhancement
'Atom should save new files where the last opened saved file was','When you create a new buffer and hit save Atom will present me with a save dialog and the default selected folder is the project root That s almost never the place I want to put a file Sublime Text was a lot smarter with this although I do not remember the exact heuristics For example it would propose saving the file in the same location where the file you last had opened was This worked really well for me Usually I create a new file by splitting an existing file creating a test for a module and those two are in directly adjacent directories or similar Even if I want to save to the root directory which is the current behavior navigating upwards in the file save dialog is really simple PS I am using Atom 0 187 0 ',enhancement
'Warn before quitting','It d be nice to have an option to warn before quitting when hitting Cmd Q as its too easy to close all your editors when trying to close a single tab Chrome has this option and its a time saver ',enhancement
'Enable jumping between menus using left right arrow keys','If there is no sub menu to a menu entry I would like to switch to the next menu when I press the left right arrow keys Also when I m on the last nesting level in a sub menu I d like to switch to the next main menu entry If the said feature already exists it does not work for me on Ubuntu 14 04 using Atom version 0 187 0 To clarify what I m saying zhhmfqqzcz https cloud githubusercontent com assets 5445560 6683412 0d669cf4 ccac 11e4 9181 398ea6be26e8 png In the above scenario I would like to be able to switch to the Selection menu when I press the right arrow key other than when I press it on the developer menu entry which will open the sub menu like it already does However inside the developer sub menu also pressing the right arrow key does not take me to Selection Another such issue is that once I ve opened a menu with alt say View with alt V I m not able to open selection with alt S unless I close the view menu first Thanks EDIT It s UbuntuMATE 14 04 so I m in a MATE desktop environment ',bug
'The insanity of Unicode s RTL override ','This is a bug report mostly based on this neat article http habrahabr ru post 252813 I ll summarize the essence that relates to Atom right here Consider this snippet of Python python def maps print maps maps maps def spam print Erasing everything print done s spam spam spam attention to this line try selecting it with your mouse s 1 That line properly escaped python s spam 8238 spam 8236 spam The symbols of interest in order of appearance are 8238 or RLO right to left override and 8236 or PDF pop directional formatting They respectively reverse text direction and set it back Atom expands this combination just like a browser would it actually displays that RLO PDF piece in reverse However interaction with it is awkward Start with the fact that you can t at least visually move your cursor inside that gap in any way Look at this With Plain text grammar on I ve selected that line Screenshot http i imgur com q6KKB0M png Noticed that 10 units of extra space Notice also that between RLO and PDF are exactly 10 characters That s a hint However once I switch on Python grammar and RLO PDF interval is now contained in multiple elements things get even more awkward Screenshot 2 http i imgur com QpOpCDm png Not 10 units as before Now we have only 4 And from that moment I don t have a slightest clue about what s going on but something needs to be done about that This needs a discussion I can immediately come up with these two general directions 1 Interpret as designed in Unicode Fix the UI make the cursor work properly and not introduce gaps like the ones above 2 Represent Unicode control characters with some sort of placeholders and don t let them act as designed in Unicode Personally I stand for placeholders as Atom is mostly a code editor and code is a raw sequence of characters It makes sense for Atom to display it as closely as possible to how the parser will see it In those cases when plain text is used to author a document that makes use of these sequences to display properly preview plugins come into play and let you preview the document as it will look after processing Thoughts ',bug
'Three finger tap for definitions doesn t work on OS X ','In a Mac text view or web view when you three finger tap a word it becomes yellow and a popover window with definitions from country specific dictionaries and wikipedia appears Not so in atom I find this very annoying since I use that feature a lot I m not sure if this is a bug or a feature request since it is standard in all not strictly other similar apps ',bug
'Failed to load config cson stdin 1 1 error unexpected config cson filled with whitespaces',' 0 http i imgur com DqXICg5 png Windows 10 Build 9926 Atom version 0 182 0 Community Packages atom lint minimap recent files recent projects The contents of the file are exactly 238 whitespaces I have no idea why it s that I didn t modify anything on my own ',bug
'Inserting control characters','To insert a control character In GNU Emacs I can precede the combination with C q quoted insert In Vim I can precede the combination with C v In GNU nano I can precede the combination with M v But AFAIK there is no way to insert and display see 1839 control characters in Atom The GCS https www gnu org prep standards standards html index formfeed uses formfeed characters control L to divide programs into pages at logical places but I have to use other editors to do the insertion ',enhancement
'Auto indent on paste behaves oddly with already indented lines ','When copying a segment of code that starts with a new line followed by tabbed in code while Auto Indent On Paste is enabled consecutive pastes will each be an additional tab deeper I tested this with C Java and JavaScript which makes me believe it is not a problem with the language specs Here is an example in the form of an animated gif autoindent 2 https cloud githubusercontent com assets 466761 6118758 d4ce2e04 b075 11e4 864b 46726fcd809e gif It isn t just comments that this happens with but it does require the previous line to be selected Specifically this happens when the copy buffer matches a regex like n s s That is it starts with a newline followed by one or more whitespace characters and then a non whitespace character And the previous line must be a blank line ',bug
'Man pages for atom and apm','Besides the help and h command line options arguments atom and apm should also have man pages Moreover Emacs and Vim have online documentation for their command line arguments and or environment variables too http www gnu org software emacs manual html node emacs Emacs Invocation html Emacs Invocation http vimdoc sourceforge net htmldoc starting html vim arguments ',enhancement
'Javascript comment indentation','When auto indenting JS comment blocks js becomes js Since the first version is a pretty common comment block pattern used in JSDoc and YUIDoc and similar projects it d be great if the auto indent feature could support this indentation instead of messing with it ',bug
'Smooth scrolling Linux ','I ve seen some work in improving the smoothness of scrolling so far But I m wondering if it s actually possible to get real smooth scrolling or at least if it s planned for the near future Just reducing the scroll sensitivity to 1 line at a time is not a real solution ',enhancement
'View Panes doesn t show keybindings in menu',' Issue version of https github com atom atom issues 2594 issuecomment 56977044 Expected When I click View Panes and look at the available Panes operations I should see their keybindings Actual When I click View Panes I see no keybindings even though the Panes operations have keybindings by default Steps to reproduce 1 Click on View in the main menu 2 Move to Panes 3 None of the Panes operations show their keybindings image https cloud githubusercontent com assets 823545 5992350 ff58295a a9f3 11e4 8ce5 4d20e4e90da6 png However you can confirm that Panes operations do in fact have keybindings by checking the Keybindings list or by opening the Command Palette and searching for pane image https cloud githubusercontent com assets 823545 5992340 8c94022c a9f3 11e4 90d4 622063b07f9b png image https cloud githubusercontent com assets 823545 5992346 b831397c a9f3 11e4 8053 897b4fb35007 png Atom 0 176 0 safe mode OS OS X 10 10 2 Yosemite EDIT Reproduced in Windows 8 too image https cloud githubusercontent com assets 823545 5992450 c2a40d8a a9f8 11e4 9cb1 dd3566ea8c9a png ',bug
'Per project config settings','',enhancement
'Multi line editing becomes unusable with large selections','I ve just tried to multi line edit a file with 400 lines produced by find All of lines the started with so I selected the first kept on pressing CTRL D to capture them all Around line 250 300 the editor would slow down a bit but the selection finished quickly Then I started typing a few characters and the first took several seconds to appear while the second didn t appear even after 30 seconds That makes multi line editing pretty much useless ',bug
'File replacement does not work against directories','When saving a new file if you decide to save it as the same name of a directory no extension it will ask if you would like to replace it If you choose yes it will error saying that that file is already a directory I am running Atom 0 165 0 for OSX There is no log in the debug console to provide There are basically three solutions to this 1 Have it error after the replace button is clicked but before the dialog box is closed 2 Have it replace the directory 3 Have it handle directories and files separately I m not sure about other operating systems but I m pretty sure on OSX it considers them name folder ',bug
'Cursor is not between comment tags when toggling line comment with start end components',' Problem When you use the shortcut for comments in a CSS file your cursor should be placed between the two comment tags Currently it is placed after the comment tags which forces the user to go back two characters with the left arrow capture d ecran 2014 12 28 a 10 33 20 https cloud githubusercontent com assets 4740645 5563535 073e1900 8e7d 11e4 851c b46e92df18bf png Steps to reproduce Just hit Cmd Shift in a CSS file Config Atom version 0 165 0 Mac OS X version 10 10 2 ',enhancement
'Atom doesn t respect update OSX s find pasteboard clipboard','In OS X there s a separate pasteboard NSFindPboard used to keep search fields in sync The pasteboard gets updated when a search field changes or the user hits E with text selected It can be pretty handy when you re searching through code for the same keyword and most apps seem to generally respect it Safari XCode Chrome etc In general it seems like apps check it when they become active and update their search fields Chromium definitely supports NSFindPboard with some of the impl here https chromium googlesource com chromium src git svn ui base cocoa find pasteboard mm but I m not sure that stuff is accessible at all from the Javascript layer One option is just to shell out to pbpaste pbcopy to get update the pboard s contents as in pbpaste pboard find will dump the contents of NSFindPboard to stdout You could also technically get at it with NodeObjC but that seems like overkill ',enhancement
'Undo grouping is too eager','Undo grouping seems to group any editor changes no matter what kind of change it was which results in confusing unexpected behaviour 1 Create a new file 2 Paste some text into it 3 Immediately begin typing 4 Undo Atom will group both the pasting and the typing so the undo removes everything Ideally it should only remove the typing with the paste being a separate undo ST2 has this behaviour and its much nicer I ll often start typing after pasting some code and want to undo something I just typed It s infuriating when the whole lot disappears The same problem happens for many editor commands such as editor auto indent Perform an auto indent then begin typing or run another command Undo will revert both My suggestion is that Atom should only group sequences of identical commands Disparate commands should never be grouped Are there cases where grouping disparate commands makes more sense than keeping them separate ',enhancement
